UP;Subunidade;Subparcela;Volume_m3;Num_arvores;Volume_m3_ha;Arvores_ha
AC_19;3;6;3.355479565;4;134.2191826;160
AC_19;3;7;0.853597896;5;34.14391583;200
AC_19;3;8;0.370710455;2;14.82841821;80
AC_19;3;9;3.391645345;6;135.6658138;240
AC_19;3;10;1.521662704;6;60.86650815;240
AC_19;3;14;1.77396542;1;70.95861682;40
AC_19;3;15;14.16927399;1;566.7709597;40
AC_19;4;1;0.500020065;3;20.00080258;120
AC_19;4;2;0.779735431;5;31.18941723;200
AC_19;4;3;2.659155578;6;106.3662231;240
AC_19;4;4;0.037431566;1;1.497262651;40
AC_19;4;5;0.82239846;4;32.89593841;160
AC_19;4;7;4.71434328;7;188.5737312;280
AC_19;4;8;1.990187138;4;79.60748553;160
AC_19;4;9;4.800640671;7;192.0256268;280
AC_19;4;10;3.13723115;9;125.489246;360
AC_19;4;12;6.421473648;1;256.8589459;40
AC_192;1;1;1.913873883;5;76.55495531;200
AC_192;1;2;1.530607157;2;61.22428627;80
AC_192;1;3;1.127724514;3;45.10898054;120
AC_192;1;4;5.975296334;7;239.0118534;280
AC_192;1;5;0.157149547;2;6.285981877;80
AC_192;1;6;1.836135906;4;73.44543624;160
AC_192;1;7;3.894492518;7;155.7797007;280
AC_192;1;8;0.286175876;3;11.44703503;120
AC_192;1;9;2.107145624;2;84.28582494;80
AC_192;1;10;4.525518355;5;181.0207342;200
AC_192;1;13;3.207189356;2;128.2875742;80
AC_192;1;15;6.463158611;1;258.5263444;40
AC_192;1;17;3.779413582;1;151.1765433;40
AC_192;1;18;2.961793662;1;118.4717465;40
AC_192;1;20;3.314121223;1;132.5648489;40
AC_192;2;1;0.88140015;4;35.256006;160
AC_192;2;2;4.190432059;4;167.6172824;160
AC_192;2;3;1.930248859;3;77.20995434;120
AC_192;2;4;2.396527648;8;95.86110593;320
AC_192;2;5;3.64841028;7;145.9364112;280
AC_192;2;6;6.942734849;6;277.7093939;240
AC_192;2;7;1.043893953;7;41.75575812;280
AC_192;2;8;2.52112871;4;100.8451484;160
AC_192;2;9;2.458001019;5;98.32004076;200
AC_192;2;10;3.311307643;7;132.4523057;280
AC_192;2;11;5.724956192;1;228.9982477;40
AC_192;2;16;3.078560017;1;123.1424007;40
AC_192;2;17;1.780829605;1;71.23318418;40
AC_192;2;18;1.275022686;1;51.00090745;40
AC_192;2;20;2.744611572;1;109.7844629;40
AC_192;3;1;1.291755558;2;51.67022231;80
AC_192;3;2;3.842913007;5;153.7165203;200
AC_192;3;3;3.027433663;5;121.0973465;200
AC_192;3;4;2.127166503;5;85.08666011;200
AC_192;3;5;3.154476806;7;126.1790722;280
AC_192;3;6;1.738048463;8;69.52193853;320
AC_192;3;7;1.306298131;5;52.25192522;200
AC_192;3;8;3.192050312;6;127.6820125;240
AC_192;3;9;1.312703847;8;52.50815389;320
AC_192;3;10;8.892830725;6;355.713229;240
AC_192;3;11;8.308498615;3;332.3399446;120
AC_192;3;15;1.867281159;1;74.69124635;40
AC_192;3;16;2.933733537;1;117.3493415;40
AC_192;4;1;2.847913429;5;113.9165372;200
AC_192;4;2;6.82836492;2;273.1345968;80
AC_192;4;3;1.025611814;5;41.02447257;200
AC_192;4;4;1.827316148;3;73.09264591;120
AC_192;4;6;5.194773481;5;207.7909393;200
AC_192;4;7;3.698185612;10;147.9274245;400
AC_192;4;8;4.740309654;4;189.6123862;160
AC_192;4;9;2.145740397;5;85.82961587;200
AC_192;4;10;5.377822533;5;215.1129013;200
AC_192;4;11;1.391040328;1;55.64161314;40
AC_192;4;13;12.65014982;1;506.0059928;40
AC_192;4;14;1.927272045;1;77.0908818;40
AC_192;4;16;1.278825163;1;51.15300653;40
AC_192;4;17;3.994275877;2;159.7710351;80
AC_193;1;1;2.0893534;9;83.57413602;360
AC_193;1;2;2.548802853;8;101.9521141;320
AC_193;1;3;0.359355943;3;14.37423774;120
AC_193;1;4;0.551542252;3;22.0616901;120
AC_193;1;5;5.286718773;5;211.4687509;200
AC_193;1;6;1.379824666;5;55.19298663;200
AC_193;1;7;5.223358702;7;208.9343481;280
AC_193;1;8;1.878288768;6;75.13155071;240
AC_193;1;9;0.74456797;3;29.78271878;120
AC_193;1;10;4.051528227;8;162.0611291;320
AC_193;1;16;3.00245474;1;120.0981896;40
AC_193;1;19;3.95647375;1;158.25895;40
AC_193;2;1;1.561946606;5;62.47786424;200
AC_193;2;2;1.522240227;4;60.8896091;160
AC_193;2;3;5.485771808;7;219.4308723;280
AC_193;2;4;0.944455384;3;37.77821535;120
AC_193;2;5;1.991478533;8;79.65914131;320
AC_193;2;6;5.111846036;4;204.4738414;160
AC_193;2;7;2.958016536;9;118.3206614;360
AC_193;2;8;0.912495404;4;36.49981617;160
AC_193;2;9;8.346377475;6;333.855099;240
AC_193;2;10;13.22964862;6;529.1859449;240
AC_193;2;12;3.077046995;1;123.0818798;40
AC_193;2;13;3.964376567;1;158.5750627;40
AC_193;2;14;9.308461753;1;372.3384701;40
AC_193;2;17;15.1592442;2;606.3697679;80
AC_193;2;18;5.778758176;2;231.150327;80
AC_193;2;20;3.445427087;2;137.8170835;80
AC_193;3;1;3.800752135;5;152.0300854;200
AC_193;3;2;1.016186396;4;40.64745583;160
AC_193;3;3;4.097488564;7;163.8995426;280
AC_193;3;4;0.819599499;4;32.78397997;160
AC_193;3;5;1.260600113;6;50.42400454;240
AC_193;3;6;0.454600504;3;18.18402016;120
AC_193;3;7;1.266797355;3;50.67189418;120
AC_193;3;8;2.108331019;8;84.33324074;320
AC_193;3;9;1.739376577;7;69.57506307;280
AC_193;3;10;1.960541968;5;78.42167871;200
AC_193;3;12;10.24607943;1;409.843177;40
AC_193;3;13;6.295629648;2;251.8251859;80
AC_193;3;14;2.250379052;1;90.01516207;40
AC_193;3;16;6.873388235;1;274.9355294;40
AC_193;3;18;1.391610116;1;55.66440465;40
AC_193;4;1;6.703534944;5;268.1413978;200
AC_193;4;2;1.901710003;6;76.06840013;240
AC_193;4;3;4.648146712;5;185.9258685;200
AC_193;4;4;1.287515029;5;51.50060115;200
AC_193;4;5;0.773328735;1;30.93314938;40
AC_193;4;6;3.251226738;6;130.0490695;240
AC_193;4;7;4.040681415;6;161.6272566;240
AC_193;4;8;3.469094113;5;138.7637645;200
AC_193;4;9;1.011096883;3;40.4438753;120
AC_193;4;10;9.368592641;4;374.7437057;160
AC_193;4;11;4.128346477;1;165.1338591;40
AC_193;4;18;7.098628614;3;283.9451446;120
AC_193;4;19;1.350961357;1;54.0384543;40
AC_193;4;20;9.45470642;1;378.1882568;40
AC_194;1;1;1.546895784;8;61.87583135;320
AC_194;1;2;0.546811822;3;21.87247288;120
AC_194;1;3;0.660527165;3;26.42108662;120
AC_194;1;4;6.218463145;11;248.7385258;440
AC_194;1;5;10.29292811;9;411.7171243;360
AC_194;1;6;0.548313319;3;21.93253278;120
AC_194;1;7;4.127934153;3;165.1173661;120
AC_194;1;8;2.226633182;7;89.06532727;280
AC_194;1;9;1.189465628;5;47.57862511;200
AC_194;1;10;2.701561456;10;108.0624583;400
AC_194;1;11;1.222594039;1;48.90376155;40
AC_194;1;15;2.735284097;1;109.4113639;40
AC_194;1;17;2.547528877;1;101.9011551;40
AC_194;1;19;3.100889373;1;124.0355749;40
AC_194;2;1;0.362655866;3;14.50623464;120
AC_194;2;2;1.802897852;5;72.1159141;200
AC_194;2;3;0.435308053;3;17.4123221;120
AC_194;2;4;1.109902633;3;44.39610531;120
AC_194;2;5;0.84295432;3;33.7181728;120
AC_194;2;6;6.075261145;6;243.0104458;240
AC_194;2;7;1.883327741;4;75.33310964;160
AC_194;2;8;0.800365417;4;32.01461667;160
AC_194;2;9;1.771279482;5;70.85117928;200
AC_194;2;10;0.920520825;6;36.82083299;240
AC_194;2;11;1.514362789;1;60.57451155;40
AC_194;2;12;3.262026776;1;130.481071;40
AC_194;2;18;1.239276168;1;49.57104671;40
AC_194;3;1;9.368800187;10;374.7520075;400
AC_194;3;2;0.495219314;2;19.80877256;80
AC_194;3;3;9.01966431;7;360.7865724;280
AC_194;3;4;0.338882029;2;13.55528116;80
AC_194;3;5;1.613575715;8;64.54302861;320
AC_194;3;6;1.630433279;7;65.21733116;280
AC_194;3;7;1.115232479;3;44.60929916;120
AC_194;3;8;3.323117816;6;132.9247126;240
AC_194;3;9;0.167981502;2;6.719260067;80
AC_194;3;10;2.519313968;8;100.7725587;320
AC_194;3;17;1.382993096;1;55.31972385;40
AC_194;3;18;4.011222913;2;160.4489165;80
AC_194;4;1;0.977900357;5;39.11601429;200
AC_194;4;2;2.399200565;6;95.9680226;240
AC_194;4;3;4.250974698;9;170.0389879;360
AC_194;4;4;3.768648099;7;150.7459239;280
AC_194;4;5;3.337022081;5;133.4808832;200
AC_194;4;6;1.120007812;6;44.80031249;240
AC_194;4;7;1.31530791;8;52.61231638;320
AC_194;4;8;1.53551469;7;61.42058759;280
AC_194;4;9;0.462284283;2;18.49137132;80
AC_194;4;10;1.653634599;6;66.14538397;240
AC_194;4;11;1.708571429;1;68.34285716;40
AC_194;4;18;1.436757927;1;57.47031708;40
AC_20;2;1;0.180242786;2;7.209711456;80
AC_20;2;2;0.052620462;1;2.104818484;40
AC_20;2;4;0.078873242;1;3.154929689;40
AC_20;2;5;0.073314065;1;2.932562615;40
AC_20;2;6;0.077673667;1;3.106946667;40
AC_20;2;9;0.18272133;3;7.308853195;120
AC_20;3;1;2.099087969;5;83.96351874;200
AC_20;3;2;3.148139366;9;125.9255746;360
AC_20;3;3;0.242885951;3;9.715438047;120
AC_20;3;4;1.560634706;4;62.42538826;160
AC_20;3;5;1.292692589;6;51.70770354;240
AC_20;3;6;1.524248251;7;60.96993002;280
AC_20;3;7;3.320520536;7;132.8208214;280
AC_20;3;8;5.730792791;8;229.2317116;320
AC_20;3;9;1.564373143;9;62.57492572;360
AC_20;3;10;1.261535404;7;50.46141615;280
AC_20;4;3;0.198446664;3;7.937866577;120
AC_20;4;4;0.08008201;1;3.203280398;40
AC_20;4;5;0.279562521;3;11.18250082;120
AC_20;4;6;0.177023128;3;7.080925122;120
AC_20;4;7;0.07078639;1;2.831455595;40
AC_20;4;8;0.273631918;1;10.94527673;40
AC_20;4;9;0.55534056;3;22.21362239;120
AC_20;4;10;2.158945526;7;86.35782104;280
AC_208;1;1;0.628488153;5;25.13952611;200
AC_208;1;2;2.35684547;3;94.27381881;120
AC_208;1;3;0.801770136;5;32.07080545;200
AC_208;1;4;2.788524772;5;111.5409909;200
AC_208;1;5;0.22785932;4;9.114372788;160
AC_208;1;6;0.232429456;3;9.29717823;120
AC_208;1;7;5.618200596;8;224.7280239;320
AC_208;1;8;1.211536324;4;48.46145296;160
AC_208;1;9;0.999702121;7;39.98808485;280
AC_208;1;10;5.190013471;10;207.6005388;400
AC_208;1;13;3.053232092;1;122.1292837;40
AC_208;1;14;1.514142965;1;60.5657186;40
AC_208;1;15;5.082094265;2;203.2837706;80
AC_208;1;16;1.753797849;1;70.15191396;40
AC_208;1;20;1.665164693;1;66.60658774;40
AC_208;2;1;1.352472438;7;54.09889752;280
AC_208;2;2;3.883398389;5;155.3359355;200
AC_208;2;3;2.156925334;8;86.27701336;320
AC_208;2;4;0.364200238;3;14.56800951;120
AC_208;2;5;0.754868969;4;30.19475875;160
AC_208;2;6;1.179099216;6;47.16396866;240
AC_208;2;7;4.204808903;8;168.1923561;320
AC_208;2;8;2.715407803;4;108.6163121;160
AC_208;2;9;3.35885464;6;134.3541856;240
AC_208;2;10;0.25956274;3;10.38250959;120
AC_208;2;12;2.058605482;1;82.34421929;40
AC_208;2;14;5.635126861;1;225.4050744;40
AC_208;2;15;2.795462733;1;111.8185093;40
AC_208;3;1;0.388988627;4;15.55954509;160
AC_208;3;2;0.179545588;3;7.181823518;120
AC_208;3;3;2.687044088;3;107.4817635;120
AC_208;3;4;1.063889941;9;42.55559763;360
AC_208;3;5;0.240363114;2;9.614524544;80
AC_208;3;6;0.267282319;4;10.69129277;160
AC_208;3;7;1.28027881;5;51.21115238;200
AC_208;3;8;1.912991361;3;76.51965442;120
AC_208;3;9;5.884674106;4;235.3869642;160
AC_208;3;10;0.853477355;5;34.13909422;200
AC_208;3;11;8.822355942;1;352.8942377;40
AC_208;4;1;1.273111011;7;50.92444044;280
AC_208;4;2;0.762274192;3;30.49096769;120
AC_208;4;3;1.044356656;12;41.77426623;480
AC_208;4;4;0.237450639;2;9.498025541;80
AC_208;4;5;1.440173778;5;57.60695113;200
AC_208;4;6;1.452426998;4;58.09707992;160
AC_208;4;7;0.445323465;4;17.81293861;160
AC_208;4;8;0.226588373;2;9.063534938;80
AC_208;4;9;0.72833767;5;29.1335068;200
AC_208;4;10;0.627602133;2;25.10408531;80
AC_208;4;17;1.911377086;1;76.45508342;40
AC_208;4;18;4.522010606;1;180.8804242;40
AC_208;4;19;3.147397688;1;125.8959075;40
AC_209;1;1;0.458377999;3;18.33511995;120
AC_209;1;2;0.529954387;2;21.19817547;80
AC_209;1;3;2.074410137;5;82.97640549;200
AC_209;1;4;0.457271601;4;18.29086405;160
AC_209;1;6;0.104369406;2;4.174776229;80
AC_209;1;8;0.0628907;1;2.515627985;40
AC_209;1;9;5.748114857;4;229.9245943;160
AC_209;1;10;0.831518387;4;33.26073547;160
AC_209;2;1;1.064022546;4;42.56090184;160
AC_209;2;2;0.247547246;2;9.901889848;80
AC_209;2;3;4.212826069;6;168.5130427;240
AC_209;2;4;0.306740027;6;12.26960109;240
AC_209;2;5;2.519102514;3;100.7641006;120
AC_209;2;6;0.390221154;4;15.60884614;160
AC_209;2;7;1.492560722;3;59.70242888;120
AC_209;2;8;2.50473793;3;100.1895172;120
AC_209;2;9;1.6057924;5;64.23169601;200
AC_209;2;10;0.178982993;4;7.15931974;160
AC_209;2;18;4.303567572;1;172.1427029;40
AC_209;3;1;6.809322282;8;272.3728913;320
AC_209;3;2;1.395716728;7;55.82866911;280
AC_209;3;3;1.147299398;3;45.8919759;120
AC_209;3;4;9.222869038;5;368.9147615;200
AC_209;3;5;0.248142268;3;9.925690725;120
AC_209;3;6;0.071613331;1;2.864533245;40
AC_209;3;7;1.299100367;4;51.96401466;160
AC_209;3;8;0.047079619;1;1.883184748;40
AC_209;3;9;2.102118591;2;84.08474366;80
AC_209;3;10;0.137529891;2;5.501195641;80
AC_209;3;12;1.572620922;1;62.9048369;40
AC_209;3;15;3.613665302;2;144.5466121;80
AC_209;3;16;2.60133708;1;104.0534832;40
AC_209;4;1;0.785658437;6;31.42633749;240
AC_209;4;2;0.117689429;2;4.707577142;80
AC_209;4;3;1.713545781;3;68.54183122;120
AC_209;4;4;0.915772239;3;36.63088954;120
AC_209;4;5;0.430308127;2;17.2123251;80
AC_209;4;6;8.657113198;8;346.2845279;320
AC_209;4;7;0.598739797;1;23.94959187;40
AC_209;4;8;2.40328979;4;96.13159159;160
AC_209;4;9;4.417568566;4;176.7027426;160
AC_209;4;10;0.396281547;3;15.8512619;120
AC_209;4;13;1.867281159;1;74.69124635;40
AC_209;4;14;6.844295598;1;273.7718239;40
AC_209;4;15;2.391694234;2;95.66776936;80
AC_210;1;8;0.902154843;4;36.08619374;160
AC_210;1;9;0.773052994;5;30.92211976;200
AC_210;1;19;13.38920941;2;535.5683766;80
AC_210;2;1;0.726684813;4;29.06739253;160
AC_210;2;2;0.725822837;6;29.03291349;240
AC_210;2;3;0.667894678;2;26.7157871;80
AC_210;2;4;4.82373009;7;192.9492036;280
AC_210;2;5;1.196774634;5;47.87098537;200
AC_210;2;6;1.437636639;5;57.50546557;200
AC_210;2;7;1.648381668;6;65.93526674;240
AC_210;2;8;0.122463105;1;4.898524208;40
AC_210;2;10;0.287460719;2;11.49842876;80
AC_210;4;3;0.35798803;6;14.31952118;240
AC_210;4;5;1.789415266;7;71.57661065;280
AC_210;4;7;0.510654233;5;20.42616934;200
AC_210;4;8;2.159363885;4;86.37455538;160
AC_210;4;9;4.441175355;4;177.6470142;160
AC_210;4;10;2.063199695;8;82.52798781;320
AC_211;1;1;1.023535631;8;40.94142523;320
AC_211;1;2;2.135073907;8;85.40295627;320
AC_211;1;3;0.507484808;2;20.29939231;80
AC_211;1;4;0.782136639;7;31.28546557;280
AC_211;1;5;0.726663557;3;29.06654228;120
AC_211;1;6;0.416856386;2;16.67425543;80
AC_211;1;7;0.813184442;1;32.52737769;40
AC_211;1;8;0.602397924;3;24.09591696;120
AC_211;1;9;1.303651926;5;52.14607706;200
AC_211;1;10;0.777008218;3;31.0803287;120
AC_211;2;1;0.330968333;2;13.2387333;80
AC_211;2;2;0.119391485;1;4.77565938;40
AC_211;2;3;0.040693142;1;1.62772568;40
AC_211;2;5;0.290217569;3;11.60870274;120
AC_211;2;6;0.352752952;5;14.11011809;200
AC_211;2;7;0.624451548;3;24.97806194;120
AC_211;2;8;7.356997737;13;294.2799095;520
AC_211;2;9;0.919876358;4;36.79505431;160
AC_211;2;10;2.817290521;7;112.6916208;280
AC_211;3;1;5.685196;10;227.40784;400
AC_211;3;2;1.060623334;6;42.42493334;240
AC_211;3;3;1.739489806;5;69.57959223;200
AC_211;3;4;3.949435457;7;157.9774183;280
AC_211;3;5;1.091617896;4;43.66471585;160
AC_211;3;6;1.844618784;6;73.78475136;240
AC_211;3;7;2.489446918;8;99.57787672;320
AC_211;3;8;0.886340162;4;35.45360648;160
AC_211;3;9;2.735465282;8;109.4186113;320
AC_211;3;10;1.559525515;4;62.3810206;160
AC_211;4;1;1.338482799;7;53.53931196;280
AC_211;4;2;1.034873395;3;41.39493582;120
AC_211;4;3;1.662936852;5;66.51747408;200
AC_211;4;4;0.880408924;4;35.21635697;160
AC_211;4;5;1.371771926;2;54.87087703;80
AC_211;4;6;1.983835239;5;79.35340956;200
AC_211;4;7;1.077380433;7;43.09521733;280
AC_211;4;9;4.850009061;9;194.0003624;360
AC_211;4;10;0.866336696;5;34.65346783;200
AC_212;1;1;0.650319768;6;26.01279073;240
AC_212;1;2;0.221977802;3;8.879112075;120
AC_212;1;3;0.323802209;2;12.95208837;80
AC_212;1;4;0.050921955;1;2.036878214;40
AC_212;1;5;0.464164376;3;18.56657505;120
AC_212;1;6;0.23044118;2;9.217647194;80
AC_212;1;7;1.111307288;5;44.45229152;200
AC_212;1;8;0.035362469;1;1.41449876;40
AC_212;1;10;0.113965316;1;4.558612634;40
AC_212;2;1;0.135780676;2;5.431227029;80
AC_212;2;2;0.448942101;4;17.95768404;160
AC_212;2;3;0.29677025;5;11.87081;200
AC_212;2;4;0.128688435;2;5.147537404;80
AC_212;2;5;1.022699941;8;40.90799764;320
AC_212;2;6;0.20662838;3;8.265135211;120
AC_212;2;7;0.042788587;1;1.711543499;40
AC_212;2;8;1.028321104;8;41.13284415;320
AC_212;2;9;1.158807737;7;46.35230947;280
AC_212;2;10;0.526775356;6;21.07101425;240
AC_212;4;10;0.223680863;4;8.947234529;160
AC_22;1;1;0.152862711;1;6.114508457;40
AC_22;1;2;0.615710178;4;24.62840712;160
AC_22;1;3;0.275196086;5;11.00784345;200
AC_22;1;4;0.017971823;1;0.718872934;40
AC_22;1;5;1.379187532;15;55.16750126;600
AC_22;1;6;0.967484469;13;38.69937875;520
AC_22;1;7;1.381067699;7;55.24270795;280
AC_22;1;8;1.196244084;10;47.84976337;400
AC_22;1;9;0.427709599;6;17.10838395;240
AC_22;1;10;1.620805254;5;64.83221017;200
AC_22;2;1;0.124894584;3;4.995783363;120
AC_22;2;2;0.474962122;11;18.99848487;440
AC_22;2;3;1.871837485;7;74.87349941;280
AC_22;2;4;1.05799662;15;42.31986478;600
AC_22;2;5;1.054876985;11;42.19507941;440
AC_22;2;6;0.979377382;10;39.17509529;400
AC_22;2;7;0.452251374;4;18.09005496;160
AC_22;2;8;0.462316329;7;18.49265317;280
AC_22;2;9;0.585733447;5;23.42933788;200
AC_22;2;10;0.682863566;4;27.31454263;160
AC_22;3;1;0.273479111;3;10.93916444;120
AC_22;3;2;0.032626844;1;1.305073774;40
AC_22;3;3;0.060892436;1;2.435697436;40
AC_22;3;4;0.070130562;2;2.805222485;80
AC_22;3;5;1.785727632;11;71.42910529;440
AC_22;3;6;0.044214776;1;1.768591052;40
AC_22;3;7;0.149394613;4;5.97578451;160
AC_22;3;8;0.741569374;4;29.66277498;160
AC_22;3;9;0.554729876;8;22.18919503;320
AC_22;3;10;0.504178238;7;20.16712953;280
AC_22;4;1;0.245909465;4;9.836378596;160
AC_22;4;2;0.393750441;6;15.75001765;240
AC_22;4;3;0.988729234;11;39.54916935;440
AC_22;4;4;1.273405046;12;50.93620183;480
AC_22;4;5;1.836403954;18;73.45615817;720
AC_22;4;6;2.196081288;12;87.84325153;480
AC_22;4;7;0.948318723;12;37.93274892;480
AC_22;4;8;1.702944846;13;68.11779385;520
AC_22;4;9;0.627820357;9;25.11281426;360
AC_22;4;10;0.345016888;7;13.80067552;280
AC_220;1;1;3.158361658;7;126.3344663;280
AC_220;1;2;1.694616018;5;67.78464074;200
AC_220;1;3;0.588141079;4;23.52564318;160
AC_220;1;4;0.805164234;5;32.20656936;200
AC_220;1;5;0.853060566;6;34.12242265;240
AC_220;1;6;1.185799471;6;47.43197884;240
AC_220;1;7;1.184994279;6;47.39977115;240
AC_220;1;8;0.129754217;2;5.190168664;80
AC_220;1;9;2.17731206;6;87.09248241;240
AC_220;1;10;1.930707497;5;77.22829987;200
AC_220;1;11;2.427596488;1;97.10385952;40
AC_220;1;12;4.866178706;1;194.6471482;40
AC_220;2;1;2.263926358;5;90.55705434;200
AC_220;2;2;3.423545985;8;136.9418394;320
AC_220;2;3;1.023251782;4;40.93007129;160
AC_220;2;4;0.316522744;2;12.66090975;80
AC_220;2;5;4.517313871;8;180.6925548;320
AC_220;2;6;0.685583111;3;27.42332444;120
AC_220;2;7;2.565016103;5;102.6006441;200
AC_220;2;8;1.825248809;7;73.00995237;280
AC_220;2;9;0.393648257;2;15.74593029;80
AC_220;2;10;3.524830496;7;140.9932198;280
AC_220;2;12;5.806672186;2;232.2668874;80
AC_220;2;13;3.934336991;1;157.3734797;40
AC_220;2;17;1.279400141;1;51.17600566;40
AC_220;2;18;5.29231963;2;211.6927852;80
AC_220;2;19;1.486038834;1;59.44155336;40
AC_220;3;1;1.925990762;6;77.03963048;240
AC_220;3;2;0.039556627;1;1.582265094;40
AC_220;3;3;2.825010627;7;113.0004251;280
AC_220;3;4;2.255287495;6;90.21149981;240
AC_220;3;5;0.535915085;1;21.43660339;40
AC_220;3;6;1.02997473;3;41.19898918;120
AC_220;3;7;0.750831602;4;30.03326409;160
AC_220;3;8;0.782489793;2;31.29959174;80
AC_220;3;9;2.601233476;4;104.049339;160
AC_220;3;10;10.74281268;7;429.7125072;280
AC_220;3;18;6.373555117;2;254.9422047;80
AC_220;4;1;1.926937048;5;77.07748192;200
AC_220;4;2;6.664856089;7;266.5942435;280
AC_220;4;3;1.123822112;6;44.9528845;240
AC_220;4;4;0.455230257;2;18.20921026;80
AC_220;4;5;2.491285023;7;99.65140093;280
AC_220;4;6;3.237034001;4;129.48136;160
AC_220;4;7;0.790361942;3;31.61447769;120
AC_220;4;8;0.417084546;3;16.68338183;120
AC_220;4;9;0.639375091;5;25.57500362;200
AC_220;4;10;4.387072107;6;175.4828843;240
AC_220;4;11;2.391642169;1;95.66568675;40
AC_220;4;12;1.87978462;1;75.19138479;40
AC_220;4;14;3.0514736;1;122.058944;40
AC_220;4;16;2.13051644;1;85.2206576;40
AC_220;4;20;2.423052634;1;96.92210536;40
AC_227;1;1;0.552638601;6;22.10554405;240
AC_227;1;2;0.908229238;5;36.32916951;200
AC_227;1;3;0.76715367;5;30.68614681;200
AC_227;1;4;2.212151323;8;88.48605292;320
AC_227;1;5;0.381131451;5;15.24525803;200
AC_227;1;6;1.1112164;6;44.44865602;240
AC_227;1;7;1.004634594;5;40.18538374;200
AC_227;1;8;0.310940954;4;12.43763817;160
AC_227;1;9;1.552852617;6;62.11410467;240
AC_227;1;10;0.850810866;7;34.03243464;280
AC_227;1;14;2.647534109;1;105.9013644;40
AC_227;1;15;1.650653523;1;66.02614094;40
AC_227;2;1;19.68938679;6;787.5754716;240
AC_227;2;2;0.927441555;4;37.09766219;160
AC_227;2;3;1.70697835;5;68.279134;200
AC_227;2;4;0.239954922;3;9.598196872;120
AC_227;2;5;0.156816482;2;6.27265927;80
AC_227;2;6;0.310734476;4;12.42937904;160
AC_227;2;7;6.146538239;6;245.8615295;240
AC_227;2;8;0.392825004;5;15.71300016;200
AC_227;2;9;0.702854184;3;28.11416736;120
AC_227;2;10;0.921720522;5;36.86882089;200
AC_227;2;11;1.183247143;1;47.32988571;40
AC_227;2;12;1.778260041;1;71.13040162;40
AC_227;3;1;7.710286604;9;308.4114642;360
AC_227;3;2;0.879384417;4;35.17537667;160
AC_227;3;3;0.924243872;8;36.96975489;320
AC_227;3;4;1.144972402;6;45.79889609;240
AC_227;3;5;2.44735187;6;97.8940748;240
AC_227;3;6;2.732712701;4;109.308508;160
AC_227;3;7;10.83113395;5;433.245358;200
AC_227;3;8;2.121750303;6;84.87001213;240
AC_227;3;9;1.320587716;5;52.82350864;200
AC_227;3;10;0.21996588;2;8.798635196;80
AC_227;3;12;2.293396676;1;91.73586703;40
AC_227;4;1;1.14847121;4;45.93884842;160
AC_227;4;2;0.088787584;2;3.551503348;80
AC_227;4;3;0.379001013;4;15.16004051;160
AC_227;4;4;0.830244678;8;33.20978713;320
AC_227;4;5;0.437609302;3;17.50437209;120
AC_227;4;6;0.400856271;5;16.03425083;200
AC_227;4;7;7.590848701;6;303.633948;240
AC_227;4;8;1.232243903;9;49.28975611;360
AC_227;4;9;0.987871952;4;39.51487807;160
AC_227;4;10;3.126398605;8;125.0559442;320
AC_227;4;12;3.661157867;1;146.4463147;40
AC_227;4;15;3.787879291;1;151.5151716;40
AC_227;4;16;3.196198003;2;127.8479201;80
AC_227;4;19;3.653755155;1;146.1502062;40
AC_227;4;20;6.813741674;1;272.5496669;40
AC_23;1;1;0.94396124;3;37.7584496;120
AC_23;1;2;5.671653753;7;226.8661501;280
AC_23;1;3;1.117971558;5;44.71886231;200
AC_23;1;4;2.375680482;4;95.02721927;160
AC_23;1;5;0.125231993;2;5.009279701;80
AC_23;1;6;0.076483283;1;3.05933133;40
AC_23;1;7;1.425138091;5;57.00552366;200
AC_23;1;8;0.307952455;4;12.3180982;160
AC_23;1;9;7.255559254;7;290.2223702;280
AC_23;1;10;3.054106471;6;122.1642589;240
AC_23;1;11;1.466360173;1;58.65440691;40
AC_23;1;15;2.407496954;1;96.29987815;40
AC_23;1;19;3.484315342;1;139.3726137;40
AC_23;1;20;1.75137323;1;70.05492921;40
AC_23;2;1;1.158577828;5;46.34311314;200
AC_23;2;2;4.446290609;3;177.8516243;120
AC_23;2;3;0.972524739;4;38.90098957;160
AC_23;2;4;1.264956127;4;50.59824506;160
AC_23;2;5;3.687516801;8;147.500672;320
AC_23;2;6;1.414230473;5;56.56921893;200
AC_23;2;7;3.254478886;7;130.1791555;280
AC_23;2;8;0.792766862;4;31.71067448;160
AC_23;2;9;1.219297023;5;48.77188091;200
AC_23;2;10;6.5872081;6;263.488324;240
AC_23;2;19;2.919425754;1;116.7770301;40
AC_23;3;1;8.247593199;5;329.9037279;200
AC_23;3;2;2.622970365;9;104.9188146;360
AC_23;3;3;1.304918543;4;52.19674171;160
AC_23;3;4;0.485050184;5;19.40200737;200
AC_23;3;5;2.209072065;9;88.3628826;360
AC_23;3;6;1.444319915;4;57.77279662;160
AC_23;3;7;0.815729644;4;32.62918575;160
AC_23;3;8;5.686355927;3;227.4542371;120
AC_23;3;9;1.338209349;6;53.52837394;240
AC_23;3;10;4.058182039;9;162.3272816;360
AC_23;3;12;1.423091203;1;56.92364812;40
