UP;Subunidade;Subparcela;Volume_m3;Num_arvores;Volume_m3_ha;Arvores_ha
AC_316;3;2;2.843950168;2;113.7580067;80
AC_316;3;3;0.100125925;1;4.005037008;40
AC_316;3;5;0.151686275;1;6.067450991;40
AC_316;3;6;0.642228608;2;25.6891443;80
AC_316;3;8;0.106781362;1;4.271254494;40
AC_316;3;9;1.70825071;2;68.33002841;80
AC_316;4;2;0.662754781;1;26.51019125;40
AC_316;4;3;0.714277909;2;28.57111636;80
AC_316;4;4;3.338202644;1;133.5281058;40
AC_316;4;5;0.149822006;1;5.992880223;40
AC_316;4;6;8.2846344;3;331.385376;120
AC_316;4;7;0.036660067;1;1.466402681;40
AC_316;4;8;0.064810916;1;2.592436645;40
AC_316;4;9;0.153917954;1;6.156718161;40
AC_316;4;10;0.572748518;4;22.90994074;160
AC_316;4;14;6.604809992;2;264.1923997;80
AC_316;4;15;5.014965764;1;200.5986306;40
AC_316;4;16;5.008817301;1;200.352692;40
AC_316;4;19;3.430926085;1;137.2370434;40
AC_318;1;1;3.435049811;2;137.4019925;80
AC_318;1;2;1.428878786;2;57.15515142;80
AC_318;1;3;1.296828796;7;51.87315183;280
AC_318;1;4;0.043476388;1;1.739055512;40
AC_318;1;5;1.294983513;6;51.7993405;240
AC_318;1;6;0.398933792;4;15.95735167;160
AC_318;1;7;0.432532251;4;17.30129003;160
AC_318;1;8;0.675511389;5;27.02045555;200
AC_318;1;9;0.487427562;3;19.49710247;120
AC_318;1;10;2.528976279;2;101.1590512;80
AC_318;2;1;0.11814672;2;4.725868783;80
AC_318;2;2;1.903587583;9;76.14350333;360
AC_318;2;3;0.953413335;8;38.1365334;320
AC_318;2;4;1.302226776;9;52.08907105;360
AC_318;2;5;4.701765504;5;188.0706202;200
AC_318;2;6;7.574186997;4;302.9674799;160
AC_318;2;7;1.229295556;5;49.17182223;200
AC_318;2;8;0.185155572;2;7.406222873;80
AC_318;2;9;0.515832265;4;20.63329059;160
AC_318;2;10;0.768893062;3;30.75572249;120
AC_318;2;19;4.971895929;1;198.8758372;40
AC_318;3;1;1.446716639;4;57.86866554;160
AC_318;3;2;7.713335284;5;308.5334114;200
AC_318;3;3;2.336961144;7;93.47844574;280
AC_318;3;4;2.724711266;7;108.9884507;280
AC_318;3;5;1.709617231;3;68.38468925;120
AC_318;3;6;0.294518379;3;11.78073515;120
AC_318;3;7;1.674806856;7;66.99227425;280
AC_318;3;8;0.624541588;3;24.98166351;120
AC_318;3;9;1.039767423;3;41.59069694;120
AC_318;3;11;2.168820606;1;86.75282423;40
AC_318;3;14;3.454305411;1;138.1722164;40
AC_318;4;1;0.734583313;3;29.38333251;120
AC_318;4;2;0.131679497;1;5.267179884;40
AC_318;4;3;3.177333666;4;127.0933466;160
AC_318;4;5;0.501555336;6;20.06221342;240
AC_318;4;6;42.77684749;1;1711.0739;40
AC_318;4;7;0.745853778;4;29.8341511;160
AC_318;4;9;1.199060046;6;47.96240184;240
AC_318;4;10;3.643919242;9;145.7567697;360
AC_320;4;6;0.533764305;1;21.35057218;40
AC_320;4;9;0.423804774;2;16.95219097;80
AC_321;2;4;0.106616383;1;4.26465531;40
AC_321;2;8;0.04889676;1;1.955870382;40
AC_321;3;8;0.064606978;1;2.584279131;40
AC_321;4;10;3.138316442;1;125.5326577;40
AC_329;1;1;0.401879659;4;16.07518635;160
AC_329;1;2;1.189790584;4;47.59162337;160
AC_329;1;3;1.8939696;4;75.75878399;160
AC_329;1;4;7.097150994;4;283.8860398;160
AC_329;1;5;0.296646492;4;11.8658597;160
AC_329;1;6;1.921542268;10;76.86169072;400
AC_329;1;7;1.272124311;5;50.88497243;200
AC_329;1;8;0.70172747;8;28.06909881;320
AC_329;1;9;0.962014279;3;38.48057117;120
AC_329;1;10;0.922341907;8;36.8936763;320
AC_329;1;12;3.29401242;1;131.7604968;40
AC_329;1;14;3.635803529;2;145.4321412;80
AC_329;1;15;2.571284761;1;102.8513904;40
AC_329;1;20;7.767198722;1;310.6879489;40
AC_329;2;1;0.04596075;1;1.83842998;40
AC_329;2;2;0.75732689;2;30.2930756;80
AC_329;2;3;4.04170222;9;161.6680888;360
AC_329;2;4;1.528246006;4;61.12984025;160
AC_329;2;5;1.861013955;4;74.44055818;160
AC_329;2;6;0.744931109;2;29.79724437;80
AC_329;2;8;0.542769192;3;21.7107677;120
AC_329;2;9;0.906345658;4;36.25382631;160
AC_329;2;10;0.037981045;1;1.519241808;40
AC_329;3;1;0.715810702;3;28.63242807;120
AC_329;3;2;0.654590165;2;26.18360662;80
AC_329;3;3;9.944017289;5;397.7606915;200
AC_329;3;4;0.391820249;4;15.67280996;160
AC_329;3;5;5.507183639;7;220.2873456;280
AC_329;3;6;1.035122494;6;41.40489976;240
AC_329;3;7;6.614675028;7;264.5870011;280
AC_329;3;8;2.549563581;6;101.9825432;240
AC_329;3;9;2.144690962;5;85.78763849;200
AC_329;3;10;1.719763915;6;68.79055658;240
AC_329;4;1;5.102470231;7;204.0988092;280
AC_329;4;2;6.816750772;7;272.6700309;280
AC_329;4;3;0.616958021;7;24.67832084;280
AC_329;4;4;0.204280795;2;8.171231815;80
AC_329;4;5;5.41707947;9;216.6831788;360
AC_329;4;6;18.37486201;4;734.9944806;160
AC_329;4;7;4.184241797;5;167.3696719;200
AC_329;4;8;3.425686513;7;137.0274605;280
AC_329;4;9;1.173493261;3;46.93973045;120
AC_329;4;10;3.376419058;9;135.0567623;360
AC_329;4;13;1.671610159;1;66.86440637;40
AC_329;4;14;7.305365632;2;292.2146253;80
AC_330;4;4;0.643300752;2;25.73203007;80
AC_330;4;5;1.164198675;5;46.56794699;200
AC_330;4;6;1.367026675;5;54.68106701;200
AC_330;4;7;0.657580006;3;26.30320024;120
AC_330;4;8;6.621598186;3;264.8639274;120
AC_330;4;9;1.848254174;4;73.93016695;160
AC_330;4;10;6.864651963;6;274.5860785;240
AC_330;4;13;2.409726355;1;96.3890542;40
AC_330;4;19;1.710802501;1;68.43210006;40
AC_330;4;20;7.508779624;3;300.351185;120
AC_331;1;1;1.553709891;6;62.14839563;240
AC_331;1;2;1.837082002;10;73.48328006;400
AC_331;1;3;2.915568209;7;116.6227284;280
AC_331;1;4;1.500524262;5;60.02097049;200
AC_331;1;5;1.633294765;8;65.33179058;320
AC_331;1;6;5.718065237;7;228.7226095;280
AC_331;1;7;1.863470895;3;74.53883581;120
AC_331;1;9;1.472449717;6;58.89798869;240
AC_331;1;10;1.752242383;4;70.08969533;160
AC_331;1;11;3.813909902;1;152.5563961;40
AC_331;1;13;2.543325127;1;101.7330051;40
AC_331;2;1;3.681840556;7;147.2736222;280
AC_331;2;2;2.624698551;4;104.987942;160
AC_331;2;3;1.617201108;3;64.68804432;120
AC_331;2;4;18.40023754;8;736.0095017;320
AC_331;2;5;0.376991969;2;15.07967877;80
AC_331;2;6;4.663366989;7;186.5346795;280
AC_331;2;7;2.195862927;5;87.8345171;200
AC_331;2;8;5.028128235;6;201.1251294;240
AC_331;2;9;2.282877896;5;91.31511583;200
AC_331;2;10;3.237180427;6;129.4872171;240
AC_331;2;12;2.572562263;1;102.9024905;40
AC_331;2;15;3.797328775;1;151.893151;40
AC_331;2;16;2.089108366;1;83.56433462;40
AC_331;2;20;2.006291618;1;80.25166473;40
AC_331;3;2;2.326613661;4;93.06454645;160
AC_331;3;3;1.965738874;1;78.62955496;40
AC_331;3;4;1.595760383;2;63.83041531;80
AC_331;3;5;0.188855487;1;7.554219484;40
AC_331;3;6;0.064284303;1;2.571372105;40
AC_331;3;8;0.142358059;1;5.694322355;40
AC_331;3;9;1.745930003;5;69.83720012;200
AC_331;3;10;1.458307398;4;58.33229592;160
AC_331;3;13;3.721288638;1;148.8515455;40
AC_331;4;1;3.971556904;8;158.8622762;320
AC_331;4;2;2.718558823;4;108.7423529;160
AC_331;4;3;2.878829917;5;115.1531967;200
AC_331;4;4;1.499817036;4;59.99268142;160
AC_331;4;5;1.65801976;4;66.32079041;160
AC_331;4;6;3.66681299;7;146.6725196;280
AC_331;4;7;2.289646388;7;91.58585551;280
AC_331;4;8;0.771693698;8;30.86774792;320
AC_331;4;9;6.044705841;7;241.7882336;280
AC_331;4;10;1.082165967;5;43.2866387;200
AC_331;4;12;4.869189688;1;194.7675875;40
AC_331;4;13;1.668108991;1;66.72435962;40
AC_331;4;14;6.644240722;1;265.7696289;40
AC_331;4;15;3.950492718;2;158.0197087;80
AC_331;4;16;2.378749308;1;95.14997231;40
AC_332;1;1;0.775475369;5;31.01901474;200
AC_332;1;2;0.432257641;7;17.29030565;280
AC_332;1;3;0.194245899;3;7.769835956;120
AC_332;1;4;0.889858225;6;35.59432902;240
AC_332;1;5;8.784175861;7;351.3670344;280
AC_332;1;6;1.22681477;8;49.07259079;320
AC_332;1;7;0.271979085;4;10.87916339;160
AC_332;1;8;3.507330277;6;140.2932111;240
AC_332;1;9;0.959993009;7;38.39972037;280
AC_332;1;10;4.320252103;5;172.8100841;200
AC_332;1;11;2.70739693;1;108.2958772;40
AC_332;1;18;3.582929089;2;143.3171636;80
AC_332;2;1;0.191442775;2;7.657710982;80
AC_332;2;3;0.935953075;5;37.43812298;200
AC_332;2;4;0.57103853;4;22.8415412;160
AC_332;2;5;0.437522609;4;17.50090437;160
AC_332;2;6;1.689343241;3;67.57372964;120
AC_332;2;7;1.524099777;5;60.96399107;200
AC_332;2;8;0.353816524;4;14.15266097;160
AC_332;2;9;0.483311472;4;19.33245889;160
AC_332;2;10;1.264786465;4;50.59145859;160
AC_332;2;11;4.232204765;1;169.2881906;40
AC_332;2;12;7.682863967;2;307.3145587;80
AC_332;3;1;0.525067132;3;21.00268529;120
AC_332;3;2;1.425288797;5;57.01155189;200
AC_332;3;3;0.683434791;5;27.33739166;200
AC_332;3;4;1.557411096;5;62.29644384;200
AC_332;3;5;1.242156387;5;49.68625547;200
AC_332;3;6;1.523833127;5;60.95332506;200
AC_332;3;7;1.071710888;5;42.8684355;200
AC_332;3;8;1.148259776;4;45.93039103;160
AC_332;3;9;2.432987571;7;97.31950283;280
AC_332;3;10;4.02977185;6;161.190874;240
AC_332;3;11;4.966828963;1;198.6731585;40
AC_332;3;12;6.960015562;2;278.4006225;80
AC_332;4;1;0.362522528;6;14.50090112;240
AC_332;4;2;0.585132526;9;23.40530104;360
AC_332;4;3;1.940546855;4;77.62187421;160
AC_332;4;4;0.164788427;3;6.591537074;120
AC_332;4;5;0.869967539;4;34.79870156;160
AC_332;4;6;1.469642959;6;58.78571837;240
AC_332;4;7;3.631855499;5;145.27422;200
AC_332;4;8;2.148376922;4;85.93507686;160
AC_332;4;9;1.983396749;5;79.33586995;200
AC_332;4;10;0.369810226;5;14.79240902;200
AC_332;4;14;26.49877942;1;1059.951177;40
AC_332;4;17;1.24834175;1;49.93366998;40
AC_332;4;19;4.117957604;2;164.7183042;80
AC_333;2;1;0.469895981;3;18.79583923;120
AC_333;2;2;0.901253012;4;36.0501205;160
AC_333;2;3;0.432182608;2;17.28730431;80
AC_333;2;4;1.607652645;5;64.3061058;200
AC_333;2;5;0.724604674;5;28.98418697;200
AC_333;2;6;1.0180765;4;40.72306;160
AC_333;2;7;0.662644907;5;26.50579628;200
AC_333;2;8;0.246551964;4;9.862078572;160
AC_333;2;9;0.165069241;3;6.602769631;120
AC_333;2;10;0.710920565;2;28.4368226;80
AC_333;2;14;11.01215713;1;440.4862852;40
AC_333;2;15;3.29401242;1;131.7604968;40
AC_333;2;17;1.585976454;1;63.43905817;40
AC_333;3;1;1.589495741;10;63.57982964;400
AC_333;3;2;0.520081357;4;20.80325427;160
AC_333;3;3;0.907451414;8;36.29805656;320
AC_333;3;4;0.686922794;6;27.47691177;240
AC_333;3;5;0.884015378;6;35.36061513;240
AC_333;3;6;0.099316584;1;3.972663344;40
AC_333;3;7;0.588642226;3;23.54568903;120
AC_333;3;8;1.796011177;9;71.84044707;360
AC_333;3;9;0.171663898;1;6.866555902;40
AC_333;3;10;0.784743375;2;31.38973498;80
AC_333;4;1;1.984972139;7;79.39888554;280
AC_333;4;2;0.390280989;4;15.61123955;160
AC_333;4;3;1.984635096;6;79.38540383;240
AC_333;4;4;2.992668265;6;119.7067306;240
AC_333;4;5;1.130000196;4;45.20000784;160
AC_333;4;6;1.690311015;6;67.61244062;240
AC_333;4;7;3.617596608;8;144.7038643;320
AC_333;4;8;0.255796475;2;10.23185898;80
AC_333;4;9;1.350557544;7;54.02230174;280
AC_333;4;10;0.925663118;4;37.02652472;160
AC_334;1;1;5.997967232;16;239.9186893;640
AC_334;1;2;2.831389956;17;113.2555982;680
AC_334;1;3;2.101646943;15;84.06587771;600
AC_334;1;4;1.506088848;11;60.24355391;440
AC_334;1;5;0.730569319;5;29.22277278;200
AC_334;1;6;1.3044025;7;52.17609999;280
AC_334;1;7;1.027296616;7;41.09186463;280
AC_334;1;8;1.010200622;7;40.40802487;280
AC_334;1;9;1.388039065;4;55.5215626;160
AC_334;1;10;1.094695289;9;43.78781154;360
AC_334;1;12;10.94045308;1;437.618123;40
AC_334;1;13;1.078123946;1;43.12495784;40
AC_334;1;14;11.13574637;1;445.4298548;40
AC_334;2;1;0.85065415;5;34.02616602;200
AC_334;2;2;0.707408626;6;28.29634504;240
AC_334;2;3;3.068860792;4;122.7544317;160
AC_334;2;5;1.969940498;4;78.79761991;160
AC_334;2;6;1.186768813;5;47.47075253;200
AC_334;2;7;3.48340282;2;139.3361128;80
AC_334;2;8;1.228338894;5;49.13355575;200
AC_334;2;9;0.235119599;3;9.404783968;120
AC_334;2;10;0.285574659;3;11.42298638;120
AC_334;2;13;12.65307908;1;506.1231632;40
AC_334;3;1;4.74854469;3;189.9417876;120
AC_334;3;2;0.80786239;7;32.31449562;280
AC_334;3;3;1.159579318;5;46.38317272;200
AC_334;3;4;1.916701864;5;76.66807455;200
AC_334;3;5;0.489465272;4;19.57861087;160
AC_334;3;6;1.594701483;4;63.78805932;160
AC_334;3;7;3.394357292;4;135.7742917;160
AC_334;3;8;3.899781398;9;155.9912559;360
AC_334;3;9;0.04000635;1;1.60025401;40
AC_334;3;10;2.5315608;7;101.262432;280
AC_334;4;1;0.170674933;2;6.826997303;80
AC_334;4;2;0.05194788;1;2.077915196;40
AC_334;4;3;1.315157397;5;52.6062959;200
AC_334;4;4;2.080528018;6;83.22112073;240
AC_334;4;5;0.927698855;3;37.10795422;120
AC_334;4;6;4.986285302;5;199.4514121;200
AC_334;4;7;2.311356637;4;92.45426548;160
AC_334;4;8;0.584695393;7;23.38781573;280
AC_334;4;9;1.366531283;5;54.66125133;200
AC_334;4;10;0.641761224;4;25.67044896;160
AC_334;4;17;3.603990957;1;144.1596383;40
AC_334;4;18;2.843717978;1;113.7487191;40
AC_335;1;1;0.580888696;3;23.23554783;120
AC_335;1;2;1.420650493;3;56.82601971;120
AC_335;1;3;1.977869587;5;79.11478349;200
AC_335;1;4;0.044471781;1;1.778871235;40
AC_335;1;5;1.19530624;7;47.81224959;280
AC_335;1;6;0.472032956;1;18.88131825;40
AC_335;1;7;0.727511874;3;29.10047497;120
AC_335;1;8;1.927875504;1;77.11502017;40
AC_335;1;9;0.520701146;6;20.82804584;240
AC_335;1;10;3.620237942;4;144.8095177;160
AC_335;1;11;2.786751657;1;111.4700663;40
AC_335;1;12;5.543595241;1;221.7438096;40
AC_335;1;17;2.350515145;1;94.02060578;40
AC_335;2;1;0.996328185;6;39.8531274;240
AC_335;2;2;4.619744468;8;184.7897787;320
AC_335;2;3;1.376098404;5;55.04393617;200
AC_335;2;4;1.878867267;8;75.15469069;320
AC_335;2;5;1.646282655;7;65.85130621;280
AC_335;2;6;1.721432735;8;68.8573094;320
AC_335;2;7;0.298940574;3;11.95762294;120
AC_335;2;8;1.574548162;6;62.98192647;240
AC_335;2;9;8.00630884;9;320.2523536;360
AC_335;2;10;5.321521478;5;212.8608591;200
AC_335;2;14;3.407626145;1;136.3050458;40
AC_335;3;1;3.038632475;3;121.545299;120
AC_335;3;2;3.939169772;7;157.5667909;280
AC_335;3;3;3.899075551;4;155.9630221;160
AC_335;3;4;0.975763443;3;39.03053772;120
AC_335;3;5;0.956969195;8;38.27876782;320
AC_335;3;6;0.686720971;3;27.46883883;120
AC_335;3;7;5.41894035;4;216.757614;160
AC_335;3;8;4.5969422;4;183.877688;160
AC_335;3;9;2.286273651;8;91.45094604;320
AC_335;3;10;1.756881529;6;70.27526117;240
AC_335;3;14;3.871040802;2;154.8416321;80
AC_335;3;19;0.985307826;1;39.41231304;40
AC_335;4;1;3.785319144;2;151.4127657;80
AC_335;4;2;3.159924443;9;126.3969777;360
AC_335;4;3;1.376794581;8;55.07178325;320
AC_335;4;4;0.631793893;5;25.27175571;200
AC_335;4;5;0.841962693;5;33.6785077;200
AC_335;4;6;3.658351388;7;146.3340555;280
AC_335;4;7;1.116577768;4;44.66311072;160
AC_335;4;8;3.610152927;7;144.4061171;280
AC_335;4;9;0.599195146;5;23.96780584;200
AC_335;4;10;1.79109905;5;71.64396202;200
AC_335;4;12;3.916972118;1;156.6788847;40
AC_335;4;15;1.961674459;1;78.46697838;40
AC_336;3;1;0.587344502;5;23.49378007;200
AC_336;3;2;0.145090322;2;5.80361287;80
AC_336;3;3;0.48757702;3;19.50308081;120
AC_336;3;4;1.296117234;5;51.84468937;200
AC_336;3;6;0.85866735;2;34.34669398;80
AC_336;3;7;3.078248932;7;123.1299573;280
AC_336;3;8;2.109460436;4;84.37841744;160
AC_336;3;9;0.887634076;7;35.50536305;280
AC_336;3;10;1.626369839;6;65.05479355;240
AC_336;4;1;0.364215926;4;14.56863702;160
AC_336;4;2;1.441443969;6;57.65775877;240
AC_336;4;3;1.304661868;2;52.18647472;80
AC_336;4;4;0.90831483;4;36.33259321;160
AC_336;4;5;0.110737946;1;4.429517834;40
AC_336;4;6;0.572968123;4;22.91872491;160
AC_336;4;7;1.463792727;2;58.55170909;80
AC_336;4;8;1.203129335;6;48.12517338;240
AC_336;4;9;0.895822312;3;35.83289248;120
AC_336;4;10;0.723059226;5;28.92236905;200
AC_337;1;1;0.725671634;7;29.02686538;280
AC_337;1;2;0.534142843;4;21.36571374;160
AC_337;1;3;0.096420575;2;3.856823017;80
AC_337;1;4;0.363771126;6;14.55084504;240
AC_337;1;5;0.743783864;6;29.75135458;240
AC_337;1;6;0.28384514;4;11.35380562;160
AC_337;1;7;1.714046771;10;68.56187084;400
AC_337;1;8;0.183469928;2;7.338797119;80
AC_337;1;10;1.48726977;5;59.4907908;200
AC_337;2;1;0.631996408;6;25.27985632;240
AC_337;2;2;0.489833122;6;19.59332488;240
AC_337;2;3;0.2621358;3;10.48543199;120
AC_337;2;4;0.707005956;5;28.28023825;200
AC_337;2;5;2.861992331;8;114.4796933;320
AC_337;2;6;0.366444806;3;14.65779223;120
AC_337;2;8;0.620924145;4;24.83696582;160
AC_337;3;1;0.154267045;2;6.170681799;80
AC_337;3;2;0.476919599;6;19.07678396;240
AC_337;3;3;0.04000635;1;1.60025401;40
AC_337;3;4;0.067794651;1;2.711786037;40
AC_337;3;6;0.079338957;2;3.173558276;80
AC_337;3;7;0.262475907;5;10.49903627;200
AC_337;3;8;0.422624266;4;16.90497063;160
AC_337;3;9;1.835394109;5;73.41576436;200
AC_337;3;10;0.329352346;4;13.17409384;160
AC_337;4;1;0.156901342;2;6.276053692;80
AC_337;4;2;1.276061213;6;51.04244854;240
AC_337;4;3;0.674273352;8;26.97093409;320
AC_337;4;4;0.384255762;5;15.37023047;200
AC_337;4;5;1.532924273;9;61.31697091;360
AC_337;4;6;0.648918542;2;25.95674166;80
AC_337;4;7;0.610695795;8;24.42783179;320
AC_337;4;8;0.350827538;4;14.03310152;160
AC_337;4;9;0.585527286;3;23.42109144;120
AC_337;4;10;0.351585926;4;14.06343703;160
AC_338;1;1;0.719006747;1;28.76026986;40
AC_338;1;3;2.289852251;1;91.59409005;40
AC_338;1;4;2.37638097;5;95.05523879;200
AC_338;1;6;0.17115435;1;6.846173996;40
AC_338;1;7;0.565071672;2;22.6028669;80
AC_338;1;8;0.262501387;2;10.5000555;80
AC_338;1;9;0.185428142;1;7.417125664;40
AC_338;1;10;11.31876948;1;452.7507791;40
AC_338;1;18;7.1974267;1;287.897068;40
AC_338;1;20;3.51535586;1;140.6142344;40
AC_338;3;6;0.045523376;1;1.82093503;40
AC_338;4;1;0.220204901;4;8.808196049;160
AC_338;4;2;2.219241556;2;88.76966225;80
AC_338;4;3;0.048633624;1;1.945344947;40
AC_338;4;4;0.477341135;2;19.0936454;80
AC_338;4;7;0.470613969;2;18.82455876;80
AC_338;4;8;0.817767986;5;32.71071942;200
AC_338;4;9;4.152876474;4;166.115059;160
AC_338;4;10;1.938672137;1;77.5468855;40
AC_338;4;17;6.803264927;1;272.1305971;40
AC_339;1;1;3.95424858;1;158.1699432;40
AC_339;1;2;0.022919757;1;0.916790267;40
AC_339;1;3;0.285102269;1;11.40409074;40
AC_339;1;4;0.052047153;1;2.081886109;40
AC_339;1;6;0.034549191;1;1.381967646;40
AC_339;1;7;0.794788317;2;31.7915327;80
AC_339;1;9;3.574994318;6;142.9997727;240
AC_339;1;12;5.172864527;1;206.9145811;40
AC_339;2;3;2.046245071;2;81.84980283;80
AC_339;2;4;0.094945622;1;3.797824866;40
AC_339;2;5;0.111823207;1;4.472928269;40
AC_339;2;6;1.18083096;2;47.23323838;80
AC_339;2;7;1.572360774;4;62.89443097;160
AC_339;2;8;1.472738791;3;58.90955162;120
AC_339;2;9;2.262011518;4;90.48046073;160
AC_339;3;1;0.92575965;3;37.03038598;120
AC_339;3;5;16.61933395;1;664.773358;40
AC_339;3;6;0.853872537;6;34.15490147;240
AC_339;3;7;0.650057984;2;26.00231938;80
AC_339;3;8;0.488800146;1;19.55200582;40
AC_339;3;9;0.043674097;1;1.746963878;40
AC_339;3;16;1.091408681;1;43.65634723;40
AC_339;3;19;9.051526797;2;362.0610719;80
AC_339;4;1;0.138454786;2;5.538191423;80
AC_339;4;2;1.166039567;3;46.6415827;120
AC_339;4;3;0.215949298;2;8.637971932;80
AC_339;4;4;1.581827884;4;63.27311538;160
AC_339;4;5;0.161425214;2;6.457008556;80
AC_339;4;6;0.296090802;2;11.84363206;80
AC_339;4;7;0.560174524;3;22.40698095;120
AC_339;4;8;0.864393901;3;34.57575604;120
AC_339;4;9;0.363772237;2;14.55088947;80
AC_341;2;1;0.319468551;2;12.77874203;80
AC_341;2;2;1.879749916;10;75.18999665;400
AC_341;2;3;0.929230271;4;37.16921085;160
AC_341;2;4;0.234011042;4;9.360441685;160
AC_341;2;6;2.532178338;1;101.2871335;40
AC_341;3;9;0.157300665;1;6.292026608;40
AC_341;3;13;1.405910148;1;56.23640593;40
AC_341;4;12;1.410907771;1;56.43631082;40
AC_342;2;4;2.482979471;1;99.31917883;40
AC_342;2;8;0.29971695;2;11.98867801;80
AC_342;3;7;0.538395495;1;21.5358198;40
AC_342;4;2;0.177792909;1;7.11171637;40
AC_342;4;4;3.701206698;1;148.0482679;40
AC_342;4;6;0.032789087;1;1.31156347;40
AC_349;1;1;0.494421894;4;19.77687574;160
AC_349;1;2;0.863092288;2;34.52369153;80
AC_349;1;3;0.593171941;3;23.72687762;120
AC_349;1;4;0.85674695;4;34.26987799;160
AC_349;1;5;0.169048233;2;6.76192931;80
AC_349;1;6;0.972109495;4;38.88437979;160
AC_349;1;7;2.815661485;3;112.6264594;120
AC_349;1;8;1.008610887;1;40.34443549;40
AC_349;1;9;0.350301905;4;14.01207619;160
AC_349;1;12;7.04930328;1;281.9721312;40
AC_349;1;20;3.553440324;1;142.137613;40
AC_349;2;1;4.635751676;3;185.430067;120
AC_349;2;2;0.06291567;1;2.5166268;40
AC_349;2;3;1.301965171;5;52.07860686;200
AC_349;2;4;0.561111442;2;22.44445766;80
AC_349;2;5;2.505826063;4;100.2330425;160
AC_349;2;6;18.54112543;4;741.6450174;160
AC_349;2;7;1.254237483;5;50.16949933;200
AC_349;2;8;0.294856765;3;11.7942706;120
AC_349;2;9;0.815832574;5;32.63330296;200
AC_349;2;10;0.588716876;5;23.54867503;200
AC_349;2;11;16.07576779;2;643.0307114;80
AC_349;3;1;0.247655411;3;9.906216434;120
AC_349;3;2;2.106617014;4;84.26468057;160
AC_349;3;3;1.119040638;4;44.76162553;160
AC_349;3;4;0.42975886;3;17.19035439;120
AC_349;3;5;0.637767289;3;25.51069157;120
AC_349;3;6;0.920929614;4;36.83718457;160
AC_349;3;7;0.451878702;2;18.07514809;80
AC_349;3;8;0.052504192;1;2.100167687;40
AC_349;3;17;2.223239568;1;88.92958273;40
AC_349;3;19;8.274529511;1;330.9811804;40
AC_349;4;1;1.373389611;3;54.93558444;120
AC_349;4;2;2.136599591;4;85.46398364;160
AC_349;4;3;0.351238131;5;14.04952524;200
AC_349;4;4;0.429705637;5;17.18822547;200
AC_349;4;5;1.038345063;2;41.53380251;80
AC_349;4;6;0.096760972;1;3.87043888;40
AC_349;4;7;2.159642773;5;86.3857109;200
AC_349;4;8;6.621804495;7;264.8721798;280
AC_349;4;9;3.439219579;6;137.5687832;240
AC_349;4;10;0.289089417;4;11.56357669;160
AC_349;4;12;1.586985582;1;63.47942328;40
AC_349;4;17;4.171963911;1;166.8785564;40
AC_350;1;1;0.147287782;1;5.891511278;40
AC_350;1;3;1.247373862;3;49.89495447;120
AC_350;1;4;0.281435759;2;11.25743034;80
AC_350;1;5;0.961375421;5;38.45501683;200
AC_350;1;6;0.997117343;4;39.88469372;160
AC_350;1;7;1.558073423;1;62.32293694;40
AC_350;1;8;0.067542352;1;2.701694065;40
AC_350;1;9;0.186582794;2;7.463311759;80
AC_350;1;10;0.053698485;1;2.147939399;40
AC_350;1;12;1.4374901;1;57.49960398;40
AC_350;1;18;2.418793991;1;96.75175964;40
AC_350;1;20;3.304155607;1;132.1662243;40
AC_350;2;1;2.700928786;5;108.0371514;200
AC_350;2;2;0.091769745;2;3.670789802;80
AC_350;2;4;0.767010171;4;30.68040685;160
AC_350;2;8;0.168029772;2;6.721190862;80
AC_350;2;9;0.279048037;2;11.16192146;80
AC_350;2;10;0.405507295;3;16.2202918;120
AC_350;2;13;1.45325023;1;58.13000918;40
AC_350;2;14;1.733841019;1;69.35364075;40
AC_350;2;15;4.683215065;3;187.3286026;120
AC_350;2;16;1.954470586;1;78.17882346;40
AC_350;2;18;5.882874352;2;235.3149741;80
AC_350;2;19;3.837493061;2;153.4997224;80
AC_350;3;1;1.759305114;5;70.37220455;200
AC_350;3;2;0.464017929;5;18.56071714;200
AC_350;3;3;0.698414079;4;27.93656315;160
AC_350;3;4;0.388009001;4;15.52036006;160
AC_350;3;5;0.547411179;4;21.89644716;160
AC_350;3;6;0.352368742;2;14.0947497;80
AC_350;3;7;1.402981391;3;56.11925565;120
AC_350;3;8;13.35961374;6;534.3845497;240
AC_350;3;9;0.920651935;5;36.8260774;200
AC_350;3;10;8.338056523;4;333.5222609;160
AC_350;3;12;1.498330378;1;59.93321511;40
AC_350;3;14;7.717519641;2;308.7007857;80
AC_350;4;1;0.787905648;1;31.51622592;40
AC_350;4;2;0.029225181;1;1.169007239;40
AC_350;4;4;0.098857097;2;3.954283888;80
AC_350;4;5;0.126427112;2;5.057084478;80
AC_350;4;6;4.90868015;1;196.347206;40
AC_350;4;7;2.51358774;6;100.5435096;240
AC_350;4;8;2.008669798;5;80.34679193;200
AC_350;4;9;6.127080217;5;245.0832087;200
AC_350;4;10;7.082519285;4;283.3007714;160
AC_350;4;18;9.923313448;1;396.9325379;40
AC_350;4;19;3.492477098;1;139.6990839;40
AC_351;1;1;1.234136551;8;49.36546205;320
AC_351;1;2;3.888216473;5;155.5286589;200
AC_351;1;3;2.024979522;9;80.99918089;360
AC_351;1;4;1.390591006;3;55.62364022;120
